id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
JP-2023113899-A,Methods and systems implemented by blockchain ,,,29/07/2016,09/06/2023,16/08/2023,,https://patents.google.com/patent/JP2023113899A/en,https://patentimages.storage.googleapis.com/c6/f1/50/e8d4c6577191f8/2023113899000027.png
JP-2022078115-A,Method and system for controlling performance of contract using distributed hash table and peer-to-peer distributed ledger ,,,29/04/2016,18/02/2022,24/05/2022,,https://patents.google.com/patent/JP2022078115A/en,https://patentimages.storage.googleapis.com/93/28/d6/85cf2e1730ef04/2022078115000006.png
JP-2022037089-A,Cryptographic method and system for secure extraction of data from blockchain ,,,23/02/2016,13/12/2021,08/03/2022,,https://patents.google.com/patent/JP2022037089A/en,https://patentimages.storage.googleapis.com/f6/08/8c/38987ffbe61b9a/2022037089000002.png
JP-2022119949-A,Method and system for efficient transfer of cryptocurrency associated with salary payment on block chain that leads to automated salary payment method and system based on smart contracts ,,,23/02/2016,01/06/2022,17/08/2022,,https://patents.google.com/patent/JP2022119949A/en,https://patentimages.storage.googleapis.com/78/9a/14/ab8e5e2e10e6b3/2022119949000002.png
JP-2021177666-A,Blockchain-based exchange with tokenization ,,,23/02/2016,03/08/2021,11/11/2021,,https://patents.google.com/patent/JP2021177666A/en,https://patentimages.storage.googleapis.com/a1/55/47/2ebc880937c072/2021177666-6.png
JP-2022088560-A,Computer-implemented methods and systems for validating tokens for blockchain-based cryptocurrencies ,,,11/04/2016,30/03/2022,14/06/2022,,https://patents.google.com/patent/JP2022088560A/en,https://patentimages.storage.googleapis.com/0e/9f/bd/934591a0bc7a07/2022088560000009.png
JP-2022110150-A,Blockchain implemented counting system and method for use in secure voting and distribution ,,,23/02/2016,25/05/2022,28/07/2022,,https://patents.google.com/patent/JP2022110150A/en,https://patentimages.storage.googleapis.com/0d/74/1d/52066b82251be2/2022110150000002.png
JP-2023025152-A,Secure re-use of private key for dynamic node group ,,,11/04/2017,01/12/2022,21/02/2023,,https://patents.google.com/patent/JP2023025152A/en,https://patentimages.storage.googleapis.com/26/89/c7/694d0a49744f39/2023025152000002.png
JP-2023065536-A,Block chain-implemented method and system ,,,29/07/2016,28/02/2023,12/05/2023,,https://patents.google.com/patent/JP2023065536A/en,https://patentimages.storage.googleapis.com/91/d3/d0/880c121ae28295/2023065536000002.png
JP-2023065633-A,Computer-implemented methods and systems for validating tokens for blockchain-based cryptocurrencies ,,,11/04/2016,06/03/2023,12/05/2023,,https://patents.google.com/patent/JP2023065633A/en,https://patentimages.storage.googleapis.com/fc/d4/b9/60f4485f8811b4/2023065633000009.png
JP-6651096-B1,"Data processing method, apparatus, terminal, and access point computer ",,,15/10/2018,06/09/2019,19/02/2020,19/02/2020,https://patents.google.com/patent/JP6651096B1/en,https://patentimages.storage.googleapis.com/5c/44/72/dabc1342635c70/0006651096-2.png
JP-6975364-B1,Digital fiat currency ,,,09/11/2018,08/11/2019,01/12/2021,01/12/2021,https://patents.google.com/patent/JP6975364B1/en,https://patentimages.storage.googleapis.com/9c/c9/e5/5a5ba1ec40d219/0006975364-2.png
JP-6547079-B1,"Registration / authorization method, device and system ",,,23/12/2016,23/12/2016,17/07/2019,17/07/2019,https://patents.google.com/patent/JP6547079B1/en,https://patentimages.storage.googleapis.com/c8/f4/73/6b2c92ee63f600/0006547079-2.png
JP-6514831-B1,Method and system for verifying ownership of digital assets using distributed hash tables and peer-to-peer distributed ledgers ,,,13/05/2016,12/05/2017,15/05/2019,15/05/2019,https://patents.google.com/patent/JP6514831B1/en,https://patentimages.storage.googleapis.com/fc/fa/9f/741eabe0313782/0006514831-12.png
JP-2023103362-A,Blockchain-enforced methods for control and distribution of digital content ,,,23/02/2016,15/05/2023,26/07/2023,,https://patents.google.com/patent/JP2023103362A/en,https://patentimages.storage.googleapis.com/66/7a/25/045b94e900e662/2023103362000008.png
JP-2023017958-A,Trustless deterministic state machine ,,,22/05/2017,11/11/2022,07/02/2023,,https://patents.google.com/patent/JP2023017958A/en,https://patentimages.storage.googleapis.com/17/82/c7/2e4675b51a1ce0/2023017958000016.png
JP-2021108488-A,Method and system for efficient transfer of entity in peer-to-peer distributed ledger using blockchain ,,,23/02/2016,13/04/2021,29/07/2021,,https://patents.google.com/patent/JP2021108488A/en,https://patentimages.storage.googleapis.com/11/a7/04/dbb944a4917a18/2021108488-6.png
JP-2022095891-A,Implementation of logic gate function using block chain ,,,29/04/2016,14/04/2022,28/06/2022,,https://patents.google.com/patent/JP2022095891A/en,https://patentimages.storage.googleapis.com/d7/02/3b/d32942ee768ee3/2022095891000007.png
JP-2023099091-A,"Method, storage medium and electronic device for secure dynamic threshold signature scheme ",,,05/05/2017,27/04/2023,11/07/2023,,https://patents.google.com/patent/JP2023099091A/en,https://patentimages.storage.googleapis.com/8d/8b/34/79c78ecebfbbf2/2023099091000011.png
JP-2021153341-A,Data transfer control method and system based on integrated block chain ,,,23/02/2016,22/06/2021,30/09/2021,,https://patents.google.com/patent/JP2021153341A/en,https://patentimages.storage.googleapis.com/99/49/a3/d74226d9f43837/2021153341-8.png
JP-2022169691-A,Constraining injection of unlocking transaction bytecode ,,,22/05/2017,24/08/2022,09/11/2022,,https://patents.google.com/patent/JP2022169691A/en,https://patentimages.storage.googleapis.com/2e/16/4c/c1ba24811b8cb7/2022169691000016.png
JP-2021522706-A,Blockchain network split ,,,27/04/2018,24/04/2019,30/08/2021,,https://patents.google.com/patent/JP2021522706A/en,https://patentimages.storage.googleapis.com/75/a7/01/0815380622bf3d/2021522706-3.png
JP-2021522704-A,Blockchain network split ,,,27/04/2018,24/04/2019,30/08/2021,,https://patents.google.com/patent/JP2021522704A/en,https://patentimages.storage.googleapis.com/70/63/bb/78fadf0a7e64b3/2021522704-3.png
JP-2021524088-A,"Resource migration data management method and equipment, and computer programs ",,,01/08/2018,31/07/2019,09/09/2021,,https://patents.google.com/patent/JP2021524088A/en,https://patentimages.storage.googleapis.com/3a/18/7a/311bdf2f517f00/2021524088-5.png
JP-2021526341-A,"Digital certificate management methods, devices, computer devices and computer programs ",,,24/07/2018,21/06/2019,30/09/2021,,https://patents.google.com/patent/JP2021526341A/en,https://patentimages.storage.googleapis.com/58/9b/91/e7112735b3c8f7/2021526341-3.png
JP-2021519488-A,Systems and methods for using code and images within the blockchain ,,,28/03/2018,21/03/2019,10/08/2021,,https://patents.google.com/patent/JP2021519488A/en,https://patentimages.storage.googleapis.com/4c/af/e0/e71ebc54502f9f/2021519488-3.png
JP-2023062177-A,Constraint on input of unlocking transaction in blockchain ,,,29/08/2017,24/02/2023,02/05/2023,,https://patents.google.com/patent/JP2023062177A/en,https://patentimages.storage.googleapis.com/4a/66/42/9111af3f7b4b40/2023062177000002.png
JP-2021511557-A,Blockchain-based resource valuation methods and equipment ,,,17/05/2018,16/05/2019,06/05/2021,,https://patents.google.com/patent/JP2021511557A/en,https://patentimages.storage.googleapis.com/ff/dd/2c/f7ae830d9ff08a/2021511557-3.png
JP-2021507556-A,"Cross-blockchain authentication methods, devices, and electronic devices ",,,03/04/2018,28/03/2019,22/02/2021,,https://patents.google.com/patent/JP2021507556A/en,
JP-2022020684-A,Method for distributed database containing anonymity entry and device ,,,10/11/2016,21/10/2021,01/02/2022,,https://patents.google.com/patent/JP2022020684A/en,https://patentimages.storage.googleapis.com/75/fe/99/8db57ca48e259e/2022020684000003.png
JP-2022504420-A,"Digital certificate issuance methods, digital certificate issuance centers, storage media and computer programs ",,,09/01/2019,26/12/2019,13/01/2022,,https://patents.google.com/patent/JP2022504420A/en,https://patentimages.storage.googleapis.com/ea/d6/52/ed0005402d531e/2022504420000002.png
JP-2021022395-A,Secure provisioning and management of devices ,,,14/11/2016,27/10/2020,18/02/2021,,https://patents.google.com/patent/JP2021022395A/en,https://patentimages.storage.googleapis.com/ea/83/74/9cc73cf8e40cf4/2021022395-3.png
JP-2022058489-A,Blockchain implemented method and system ,,,29/07/2016,05/01/2022,12/04/2022,,https://patents.google.com/patent/JP2022058489A/en,https://patentimages.storage.googleapis.com/66/4a/96/9e4af7622063f2/2022058489000014.png
JP-2021515427-A,"Blockchain-based data validation methods and equipment, as well as electronic devices ",,,29/06/2018,28/03/2019,17/06/2021,,https://patents.google.com/patent/JP2021515427A/en,https://patentimages.storage.googleapis.com/70/b7/7d/fced75bb1a989b/2021515427-4.png
JP-2021527274-A,"Distributed access, storage, and transfer of blockchain ",,,13/06/2018,12/06/2019,11/10/2021,,https://patents.google.com/patent/JP2021527274A/en,https://patentimages.storage.googleapis.com/7a/6d/f9/5a550b394192c6/2021527274-3.png
JP-2021523474-A,"Graph data processing methods, graph data calculation task distribution methods, equipment, computer programs, and computer equipment ",,,16/05/2018,11/04/2019,02/09/2021,,https://patents.google.com/patent/JP2021523474A/en,https://patentimages.storage.googleapis.com/84/bc/bc/10c499a5fb9013/2021523474-16.png
JP-2020527298-A,Obtaining access data to the blockchain network using a highly available and reliable execution environment ,,,29/03/2019,29/03/2019,03/09/2020,,https://patents.google.com/patent/JP2020527298A/en,https://patentimages.storage.googleapis.com/94/8b/20/4d0b9698b44edd/2020527298-3.png
JP-2021515311-A,"Verification methods, devices, storage media, and programs for smart contracts on the blockchain ",,,20/09/2018,17/06/2019,17/06/2021,,https://patents.google.com/patent/JP2021515311A/en,https://patentimages.storage.googleapis.com/67/a0/01/c9221bc62aea60/2021515311-3.png
JP-2022153643-A,Secure off-chain blockchain transactions ,,,15/05/2017,04/08/2022,12/10/2022,,https://patents.google.com/patent/JP2022153643A/en,https://patentimages.storage.googleapis.com/a8/1d/73/ea96b4d2e5037b/2022153643000002.png
JP-2021524967-A,"Selection method of representative node device, device, computer device and computer program ",,,07/09/2018,03/09/2019,16/09/2021,,https://patents.google.com/patent/JP2021524967A/en,https://patentimages.storage.googleapis.com/4b/8d/ff/5423e345980b8a/2021524967-3.png
JP-2023520851-A,"Blockchain message processing method, apparatus, computer device and computer program ",,,03/06/2020,07/05/2021,22/05/2023,,https://patents.google.com/patent/JP2023520851A/en,https://patentimages.storage.googleapis.com/c3/4a/d1/4616983902315c/2023520851000004.png
JP-2021524963-A,Prioritization in allowed blockchain ,,,15/05/2018,14/05/2019,16/09/2021,,https://patents.google.com/patent/JP2021524963A/en,https://patentimages.storage.googleapis.com/b8/7b/82/a177b81c94b899/2021524963-3.png
JP-2020521342-A,Managing sensitive data elements in blockchain networks ,,,29/03/2019,29/03/2019,16/07/2020,,https://patents.google.com/patent/JP2020521342A/en,https://patentimages.storage.googleapis.com/58/91/ca/081bac808f698c/2020521342-3.png
JP-2021527373-A,How to maintain blockchain parachain and blockchain parachain ,,,28/08/2018,16/08/2019,11/10/2021,,https://patents.google.com/patent/JP2021527373A/en,https://patentimages.storage.googleapis.com/ce/b5/a6/ef6d4785fd95bd/2021527373-3.png
JP-2019160316-A,"System, method and computer program for resource equity for blockchain ",,,15/03/2018,08/03/2019,19/09/2019,,https://patents.google.com/patent/JP2019160316A/en,https://patentimages.storage.googleapis.com/e2/e3/19/5598b695176642/2019160316-3.png
JP-2021504833-A,"Asset management methods and equipment, and electronic devices ",,,14/02/2018,14/02/2019,15/02/2021,,https://patents.google.com/patent/JP2021504833A/en,https://patentimages.storage.googleapis.com/e2/6b/0b/0efb07d05a593a/2021504833-3.png
JP-2020516104-A,Off-chain smart contract service based on trusted execution environment ,,,13/12/2018,13/12/2018,28/05/2020,,https://patents.google.com/patent/JP2020516104A/en,https://patentimages.storage.googleapis.com/a2/c1/25/3bc14f8ad20a6b/2020516104-3.png
JP-2021505098-A,Systems and methods for recording device lifecycle transactions as a versioned block of a blockchain network using transaction connectors and broker services ,,,30/11/2017,20/11/2018,15/02/2021,,https://patents.google.com/patent/JP2021505098A/en,
JP-2020518880-A,Parallel execution of transactions in blockchain network based on smart contract whitelist ,,,28/12/2018,28/12/2018,25/06/2020,,https://patents.google.com/patent/JP2020518880A/en,https://patentimages.storage.googleapis.com/9f/de/72/050d34e3560c28/2020518880-3.png
JP-2019083013-A,Method and system for securing smart contracts in blockchains ,,,30/10/2017,29/10/2018,30/05/2019,,https://patents.google.com/patent/JP2019083013A/en,
JP-2020514889-A,System and method for providing an interface for a blockchain cloud service ,,,29/09/2017,28/09/2018,21/05/2020,,https://patents.google.com/patent/JP2020514889A/en,
JP-2020512757-A,System and method for managing blockchain cloud services ,,,29/09/2017,28/09/2018,23/04/2020,,https://patents.google.com/patent/JP2020512757A/en,
JP-2020518888-A,System and method for providing representational state transfer proxy services for blockchain cloud services ,,,29/09/2017,28/09/2018,25/06/2020,,https://patents.google.com/patent/JP2020518888A/en,
JP-2021520010-A,Blockchain loan transaction system and method ,,,30/03/2018,29/03/2019,12/08/2021,,https://patents.google.com/patent/JP2021520010A/en,https://patentimages.storage.googleapis.com/27/42/0f/1263ac9dd9bf91/2021520010-3.png
JP-2021507339-A,"Asset management methods and equipment, as well as electronic devices ",,,14/02/2018,14/02/2019,22/02/2021,,https://patents.google.com/patent/JP2021507339A/en,https://patentimages.storage.googleapis.com/4b/4d/4b/8795dee737fdda/2021507339-3.png
JP-2021514496-A,"Asset management systems, methods, equipment, and electronic devices ",,,14/02/2018,14/02/2019,10/06/2021,,https://patents.google.com/patent/JP2021514496A/en,https://patentimages.storage.googleapis.com/db/26/ea/a4320ccde21e66/2021514496-3.png
JP-2021507565-A,Systems and methods to authenticate off-chain data based on proof verification ,,,15/12/2017,12/12/2018,22/02/2021,,https://patents.google.com/patent/JP2021507565A/en,https://patentimages.storage.googleapis.com/91/4c/12/b4bdc91fa04fc6/2021507565-15.png
JP-2020532213-A,Digital Asset Traceability and Guarantee with Decentralized Ledger ,,,24/08/2017,13/08/2018,05/11/2020,,https://patents.google.com/patent/JP2020532213A/en,https://patentimages.storage.googleapis.com/02/bd/e5/faa58c575a2a81/2020532213-3.png
JP-2020519039-A,Block chain node communication method and apparatus ,,,26/07/2017,26/07/2018,25/06/2020,,https://patents.google.com/patent/JP2020519039A/en,
JP-2020509461-A,Method and apparatus for communication between blockchain nodes ,,,26/07/2017,26/07/2018,26/03/2020,,https://patents.google.com/patent/JP2020509461A/en,
